480	486	Directed	1058			1.0
480	563	Directed	1059			1.0
480	571	Directed	1060			1.0
481	525	Directed	1061			1.0
481	539	Directed	1062			1.0
481	558	Directed	1063			1.0
481	575	Directed	1064			1.0
482	498	Directed	1065			1.0
482	540	Directed	1066			1.0
482	543	Directed	1067			1.0
483	500	Directed	1068			1.0
483	507	Directed	1069			1.0
483	508	Directed	1070			1.0
483	523	Directed	1071			1.0
483	549	Directed	1072			1.0
483	564	Directed	1073			1.0
484	530	Directed	1074			1.0
484	532	Directed	1075			1.0
484	551	Directed	1076			1.0
484	552	Directed	1077			1.0
484	562	Directed	1078			1.0
485	511	Directed	1079			1.0
485	546	Directed	1080			1.0
485	558	Directed	1081			1.0
485	561	Directed	1082			1.0
486	529	Directed	1083			1.0
486	534	Directed	1084			1.0
486	560	Directed	1085			1.0
487	493	Directed	1086			1.0
487	509	Directed	1087			1.0
487	523	Directed	1088			1.0
487	545	Directed	1089			1.0
487	574	Directed	1090			1.0
488	490	Directed	1091			1.0
488	500	Directed	1092			1.0
488	506	Directed	1093			1.0
488	526	Directed	1094			1.0
488	541	Directed	1095			1.0
488	556	Directed	1096			1.0
488	558	Directed	1097			1.0
488	562	Directed	1098			1.0
488	572	Directed	1099			1.0
488	576	Directed	1100			1.0
488	577	Directed	1101			1.0
489	495	Directed	1102			1.0
489	512	Directed	1103			1.0
489	515	Directed	1104			1.0
489	518	Directed	1105			1.0
489	534	Directed	1106			1.0
489	536	Directed	1107			1.0
489	547	Directed	1108			1.0
489	553	Directed	1109			1.0
489	574	Directed	1110			1.0
490	536	Directed	1111			1.0
490	570	Directed	1112			1.0
491	492	Directed	1113			1.0
491	539	Directed	1114			1.0
491	549	Directed	1115			1.0
491	578	Directed	1116			1.0
492	509	Directed	1117			1.0
492	511	Directed	1118			1.0
493	506	Directed	1119			1.0
493	507	Directed	1120			1.0
493	515	Directed	1121			1.0
493	539	Directed	1122			1.0
493	550	Directed	1123			1.0
493	552	Directed	1124			1.0
493	577	Directed	1125			1.0
494	495	Directed	1126			1.0
494	520	Directed	1127			1.0
494	524	Directed	1128			1.0
494	537	Directed	1129			1.0
494	551	Directed	1130			1.0
495	509	Directed	1131			1.0
495	575	Directed	1132			1.0
496	502	Directed	1133			1.0
496	510	Directed	1134			1.0
496	514	Directed	1135			1.0
496	519	Directed	1136			1.0
496	530	Directed	1137			1.0
496	551	Directed	1138			1.0
497	518	Directed	1139			1.0
497	521	Directed	1140			1.0
497	529	Directed	1141			1.0
497	545	Directed	1142			1.0
497	546	Directed	1143			1.0
497	565	Directed	1144			1.0
498	548	Directed	1145			1.0
498	560	Directed	1146			1.0
498	569	Directed	1147			1.0
499	507	Directed	1148			1.0
499	513	Directed	1149			1.0
499	519	Directed	1150			1.0
499	539	Directed	1151			1.0
500	504	Directed	1152			1.0
500	517	Directed	1153			1.0
500	532	Directed	1154			1.0
500	549	Directed	1155			1.0
501	553	Directed	1156			1.0
501	571	Directed	1157			1.0
501	573	Directed	1158			1.0
502	506	Directed	1159			1.0
502	509	Directed	1160			1.0
502	533	Directed	1161			1.0
502	552	Directed	1162			1.0
502	555	Directed	1163			1.0
503	565	Directed	1164			1.0
504	518	Directed	1165			1.0
505	517	Directed	1166			1.0
505	520	Directed	1167			1.0
505	525	Directed	1168			1.0
505	560	Directed	1169			1.0
506	534	Directed	1170			1.0
506	544	Directed	1171			1.0
506	577	Directed	1172			1.0
507	518	Directed	1173			1.0
507	531	Directed	1174			1.0
507	542	Directed	1175			1.0
507	557	Directed	1176			1.0
507	570	Directed	1177			1.0
507	574	Directed	1178			1.0
507	575	Directed	1179			1.0
508	516	Directed	1180			1.0
508	552	Directed	1181			1.0
509	513	Directed	1182			1.0
509	531	Directed	1183			1.0
509	551	Directed	1184			1.0
510	538	Directed	1185			1.0
511	517	Directed	1186			1.0
511	525	Directed	1187			1.0
511	540	Directed	1188			1.0
511	546	Directed	1189			1.0
511	552	Directed	1190			1.0
511	567	Directed	1191			1.0
511	569	Directed	1192			1.0
512	522	Directed	1193			1.0
512	532	Directed	1194			1.0
512	539	Directed	1195			1.0
513	521	Directed	1196			1.0
513	529	Directed	1197			1.0
513	544	Directed	1198			1.0
513	565	Directed	1199			1.0
514	529	Directed	1200			1.0
514	533	Directed	1201			1.0
514	541	Directed	1202			1.0
514	543	Directed	1203			1.0
514	549	Directed	1204			1.0
514	564	Directed	1205			1.0
514	575	Directed	1206			1.0
515	522	Directed	1207			1.0
515	533	Directed	1208			1.0
515	570	Directed	1209			1.0
516	531	Directed	1210			1.0
516	565	Directed	1211			1.0
516	577	Directed	1212			1.0
517	530	Directed	1213			1.0
517	536	Directed	1214			1.0
517	539	Directed	1215			1.0
518	521	Directed	1216			1.0
518	535	Directed	1217			1.0
518	544	Directed	1218			1.0
518	558	Directed	1219			1.0
519	540	Directed	1220			1.0
519	544	Directed	1221			1.0
519	567	Directed	1222			1.0
